label,text_original,text_processed
ham,"Sorry, I'll call later",sorri ill call later
ham,"Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing",em olowoyey uscedu great time argentina sad secretari everyth bless
ham,"It,,s a taxt massage....tie-pos argh ok! Lool!",taxt massagetiepo argh ok lool
ham,"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls.",hi pleas get ltgt dollar loan ill pay back mid februari pl
ham,"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management",might want pull case plan spend dont much confid derek taylor money manag
ham,Do you like shaking your booty on the dance floor?,like shake booti danc floor
ham,"Text me when you get off, don't call, my phones having problems",text get dont call phone problem
ham,No need for the drug anymore.,need drug anymor
ham,Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..,sorri dai thought call lot timeslil busyi call noon
ham,Its sarcasm.. .nt scarcasim,sarcasm nt scarcasim
ham,Great! I have to run now so ttyl!,great run ttyl
ham,Feel like trying kadeem again? :V,feel like tri kadeem
ham,Dai  &lt;#&gt;  naal eruku.,dai ltgt naal eruku
ham,Not yet chikku..wat abt u?,yet chikkuwat abt
ham,Ok...,ok
ham,Want to finally have lunch today?,want final lunch today
ham,Do you know when dad will be back?,know dad back
spam,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?",hello darl today would love chat dont tell look like sexi
spam,8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+,8007 free 1st week no1 nokia tone ur mob everi week txt nokia 8007 get txting tell ur mate wwwgetzedcouk pobox 36504 w4 5wq norm 150ptone 16
ham,He remains a bro amongst bros,remain bro amongst bro
ham,R u meeting da ge at nite tmr?,meet da ge nite tmr
ham,"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember.",nice day impress sensibl went home earli feel fine bore when cant rememb
ham,Why de. You looking good only:-)..,de look good
spam,Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp å£1.50/msg,wan na get laid 2nite want real dog locat sent direct ur mobil join uk largest dog network txt park 69696 nyt ec2a 3lp 150msg
spam,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,tri contact respons offer new nokia fone camcord hit repli call 08000930705 deliveri
ham,Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.,ye repli mail im go manag offic later plu bank later alsoor wednesday
ham,"That's cool, I'll come by like  &lt;#&gt; ish",that cool ill come like ltgt ish
ham,Super msg da:)nalla timing.,super msg danalla time
ham,"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?",good afternoon boytoy feel today better hope good boy obedi slave pleas queen
ham,I am 6 ft. We will be a good combination!,ft good combin
ham,I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!,im sick im needi want pout stomp feet pout stomp feet want slave want
ham,* Am on a train back from northampton so i'm afraid not!,train back northampton im afraid
ham,Where in abj are you serving. Are you staying with dad or alone.,abj serv stay dad alon
ham,Was playng 9 doors game and gt racing on phone lol,playng door game gt race phone lol
spam,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",new tone week includ 1mcflyall ab sara jorgeshock smithswitch order follow instruct next messag
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",solv case man found murder ltdecimalgt ltgt afternoon 1hi wife call polic 2polic question everyon 3wife siri sleep murder took place 4cook cook 5garden pick veget 6housemaid went post offic 7children went play 8neighbour went marriag polic arrest murder immedi who repli reason brilliant
ham,I'm on da bus going home...,im da bu go home
ham,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,got call landlin number ask come anna nagar go afternoon
ham,I'm okay. Chasing the dream. What's good. What are you doing next.,im okay chase dream what good next
ham,Yupz... I've oredi booked slots 4 my weekends liao... ,yupz ive oredi book slot weekend liao
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only,urgent tri contact today draw show 800 prize guarante call 09050003091 land line claim c52 valid 12hr
ham,There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no,mani modelsoni ericson also der ltgt luk good bt forgot modl
ham,Okie,oki
ham,Yes I know the cheesy songs from frosty the snowman :),ye know cheesi song frosti snowman
ham,"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u..",ya ok vikki vl witin ltgt min il repli
spam,sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p ,sport fan get latest sport news str ur mobil wk free plu free tone txt sport 8007 wwwgetzedcouk 0870141701216 norm 4txt120p
ham,Hey tmr meet at bugis 930 ?,hey tmr meet bugi 930
spam,"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm",urgent urgent 800 free flight europ give away call b4 10th sept take friend free call claim 09050000555 ba128nnfwfly150ppm
ham,All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?,nice new shirt thing wear nudist theme mu
ham,Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you,hey sexi bun day word morn ym think
ham,And whenever you and i see we can still hook up too.,whenev see still hook
ham,Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...,nope im go home go pump petrol lor like go rain soon
ham,Can you use foreign stamps for whatever you send them off for? ,use foreign stamp whatev send
spam,FROM 88066 LOST å£12 HELP,88066 lost 12 help
ham,Oh baby of the house. How come you dont have any new pictures on facebook,oh babi hous come dont new pictur facebook
ham,"Feb  &lt;#&gt;  is \I LOVE U\"" day. Send dis to all ur \""VALUED FRNDS\"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr""",feb ltgt love day send di ur valu frnd evn come back ull gt marri person luv ignor di lose ur luv evr
ham,"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs.",hiya sorri didnt hav signal havent seen heard neither unusu ill put case get sort hug snog
ham,"Omw back to tampa from west palm, you hear what happened?",omw back tampa west palm hear happen
ham,Yup no more already... Thanx 4 printing n handing it up.,yup alreadi thanx print hand
spam,FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!,freemsg fanci flirt repli date join uk fastest grow mobil date servic msg rcvd 25p optout txt stop 83021 repli date
ham,What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.,mean come chase state watch mani movi want
ham,S now only i took tablets . Reaction morning only.,took tablet reaction morn
spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,great new offer doubl min doubl txt best orang tariff get latest camera phone free call mobileupd8 free 08000839402 2stoptxt tc
ham,"Nah, I'm a perpetual DD",nah im perpetu dd
ham,Sorry de i went to shop.,sorri de went shop
spam,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,hope enjoy new content text stop 61610 unsubscrib help08712400602450p provid tones2youcouk
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",wen ur lovabl bcum angri wid dnt take serious coz angri childish true way show deep affect care luv kettoda manda nice day da
ham,Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath,hey still want go yogasana coz end cine go bath hav steam bath
ham,Nope i'm not drivin... I neva develop da photos lei...,nope im drivin neva develop da photo lei
ham,I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?,think go reg pract lesson flung advanc haha wat time go
ham,Cool. I am  &lt;#&gt;  inches long. hope you like them big!,cool ltgt inch long hope like big
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",housemaid murder coz man murder ltgt th januari public holiday govtinstituit closedinclud post officeunderstand
ham,Okie.. Thanx..,oki thanx
spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,18 day euro2004 kickoff kept inform latest news result daili unsubscrib send get euro stop 83222
ham,Go where n buy? Juz buy when we get there lar.,go buy juz buy get lar
ham,Ok lor...,ok lor
ham,I'm working technical support :)voice process.,im work technic support voic process
ham,It's justbeen overa week since we broke up and already our brains are going to mush!,justbeen overa week sinc broke alreadi brain go mush
ham,"Tunde, how are you doing. This is just wishing you a great day. Abiola.",tund wish great day abiola
ham,Nope... C Ì_ then...,nope
ham,No. But we'll do medical missions to nigeria,well medic mission nigeria
ham,No i am not having not any movies in my laptop,movi laptop
ham,Whatsup there. Dont u want to sleep,whatsup dont want sleep
spam,Urgent Please call 09066612661 from landline. å£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ ÛÏ,urgent pleas call 09066612661 landlin 5000 cash luxuri canari island holiday await collect tc sae award 20m12aq 150ppm 16
